mass,sigma
152.11000000,0.23649633
152.12000000,0.23641639
152.13000000,0.23633651
152.14000000,0.23625666
152.15000000,0.23617686
152.16000000,0.23609711
152.17000000,0.23601740
152.18000000,0.23593773
152.19000000,0.23585810
152.20000000,0.23577852
152.21000000,0.23569897
152.22000000,0.23561947
152.23000000,0.23554001
152.24000000,0.23546059
152.25000000,0.23538121
152.26000000,0.23530188
152.27000000,0.23522257
152.28000000,0.23514331
152.29000000,0.23506409
152.30000000,0.23498491
152.31000000,0.23490576
152.32000000,0.23482665
152.33000000,0.23474757
152.34000000,0.23466854
152.35000000,0.23458954
152.36000000,0.23451057
152.37000000,0.23443164
152.38000000,0.23435275
152.39000000,0.23427388
152.40000000,0.23419506
152.41000000,0.23411626
152.42000000,0.23403750
152.43000000,0.23395878
152.44000000,0.23388008
152.45000000,0.23380142
152.46000000,0.23372278
152.47000000,0.23364418
152.48000000,0.23356561
152.49000000,0.23348707
152.50000000,0.23340856
152.51000000,0.23333008
152.52000000,0.23325163
152.53000000,0.23317321
152.54000000,0.23309482
152.55000000,0.23301645
152.56000000,0.23293812
152.57000000,0.23285981
152.58000000,0.23278154
152.59000000,0.23270329
152.60000000,0.23262507
152.61000000,0.23254689
152.62000000,0.23246873
152.63000000,0.23239060
152.64000000,0.23231250
152.65000000,0.23223443
152.66000000,0.23215639
152.67000000,0.23207838
152.68000000,0.23200039
152.69000000,0.23192244
152.70000000,0.23184451
152.71000000,0.23176662
152.72000000,0.23168875
152.73000000,0.23161091
152.74000000,0.23153311
152.75000000,0.23145533
152.76000000,0.23137758
152.77000000,0.23129985
152.78000000,0.23122216
152.79000000,0.23114450
152.80000000,0.23106687
152.81000000,0.23098926
152.82000000,0.23091168
152.83000000,0.23083414
152.84000000,0.23075662
152.85000000,0.23067913
152.86000000,0.23060167
152.87000000,0.23052424
152.88000000,0.23044683
152.89000000,0.23036946
152.90000000,0.23029212
152.91000000,0.23021480
152.92000000,0.23013751
152.93000000,0.23006025
152.94000000,0.22998302
152.95000000,0.22990582
152.96000000,0.22982865
152.97000000,0.22975151
152.98000000,0.22967439
152.99000000,0.22959731
153.00000000,0.22952025
153.01000000,0.22944322
153.02000000,0.22936622
153.03000000,0.22928925
153.04000000,0.22921231
153.05000000,0.22913539
153.06000000,0.22905851
153.07000000,0.22898165
153.08000000,0.22890482
153.09000000,0.22882802
153.10000000,0.22875125
153.11000000,0.22867451
153.12000000,0.22859780
153.13000000,0.22852111
153.14000000,0.22844446
153.15000000,0.22836783
153.16000000,0.22829123
153.17000000,0.22821466
153.18000000,0.22813811
153.19000000,0.22806160
153.20000000,0.22798511
153.21000000,0.22790866
153.22000000,0.22783223
153.23000000,0.22775583
153.24000000,0.22767945
153.25000000,0.22760311
153.26000000,0.22752680
153.27000000,0.22745051
153.28000000,0.22737425
153.29000000,0.22729802
153.30000000,0.22722182
153.31000000,0.22714564
153.32000000,0.22706950
153.33000000,0.22699338
153.34000000,0.22691729
153.35000000,0.22684123
153.36000000,0.22676520
153.37000000,0.22668919
153.38000000,0.22661321
153.39000000,0.22653727
153.40000000,0.22646135
153.41000000,0.22638545
153.42000000,0.22630959
153.43000000,0.22623375
153.44000000,0.22615795
153.45000000,0.22608217
153.46000000,0.22600641
153.47000000,0.22593069
153.48000000,0.22585499
153.49000000,0.22577933
153.50000000,0.22570369
153.51000000,0.22562808
153.52000000,0.22555249
153.53000000,0.22547694
153.54000000,0.22540141
153.55000000,0.22532591
153.56000000,0.22525044
153.57000000,0.22517500
153.58000000,0.22509958
153.59000000,0.22502420
153.60000000,0.22494884
153.61000000,0.22487351
153.62000000,0.22479821
153.63000000,0.22472294
153.64000000,0.22464769
153.65000000,0.22457248
153.66000000,0.22449729
153.67000000,0.22442214
153.68000000,0.22434701
153.69000000,0.22427191
153.70000000,0.22419684
153.71000000,0.22412180
153.72000000,0.22404678
153.73000000,0.22397180
153.74000000,0.22389684
153.75000000,0.22382192
153.76000000,0.22374702
153.77000000,0.22367215
153.78000000,0.22359732
153.79000000,0.22352251
153.80000000,0.22344773
153.81000000,0.22337298
153.82000000,0.22329826
153.83000000,0.22322357
153.84000000,0.22314891
153.85000000,0.22307428
153.86000000,0.22299967
153.87000000,0.22292510
153.88000000,0.22285056
153.89000000,0.22277605
153.90000000,0.22270156
153.91000000,0.22262711
153.92000000,0.22255269
153.93000000,0.22247829
153.94000000,0.22240393
153.95000000,0.22232960
153.96000000,0.22225529
153.97000000,0.22218102
153.98000000,0.22210678
153.99000000,0.22203257
154.00000000,0.22195839
154.01000000,0.22188423
154.02000000,0.22181011
154.03000000,0.22173602
154.04000000,0.22166196
154.05000000,0.22158793
154.06000000,0.22151393
154.07000000,0.22143997
154.08000000,0.22136603
154.09000000,0.22129212
154.10000000,0.22121824
154.11000000,0.22114440
154.12000000,0.22107059
154.13000000,0.22099680
154.14000000,0.22092305
154.15000000,0.22084933
154.16000000,0.22077564
154.17000000,0.22070198
154.18000000,0.22062835
154.19000000,0.22055475
154.20000000,0.22048119
154.21000000,0.22040765
154.22000000,0.22033415
154.23000000,0.22026068
154.24000000,0.22018724
154.25000000,0.22011383
154.26000000,0.22004045
154.27000000,0.21996711
154.28000000,0.21989380
154.29000000,0.21982051
154.30000000,0.21974726
154.31000000,0.21967405
154.32000000,0.21960086
154.33000000,0.21952770
154.34000000,0.21945458
154.35000000,0.21938149
154.36000000,0.21930843
154.37000000,0.21923541
154.38000000,0.21916241
154.39000000,0.21908945
154.40000000,0.21901652
154.41000000,0.21894362
154.42000000,0.21887076
154.43000000,0.21879792
154.44000000,0.21872512
154.45000000,0.21865235
154.46000000,0.21857962
154.47000000,0.21850691
154.48000000,0.21843424
154.49000000,0.21836161
154.50000000,0.21828900
154.51000000,0.21821643
154.52000000,0.21814389
154.53000000,0.21807138
154.54000000,0.21799891
154.55000000,0.21792646
154.56000000,0.21785405
154.57000000,0.21778168
154.58000000,0.21770933
154.59000000,0.21763702
154.60000000,0.21756473
154.61000000,0.21749248
154.62000000,0.21742027
154.63000000,0.21734808
154.64000000,0.21727593
154.65000000,0.21720380
154.66000000,0.21713171
154.67000000,0.21705965
154.68000000,0.21698762
154.69000000,0.21691563
154.70000000,0.21684366
154.71000000,0.21677173
154.72000000,0.21669982
154.73000000,0.21662795
154.74000000,0.21655611
154.75000000,0.21648430
154.76000000,0.21641252
154.77000000,0.21634077
154.78000000,0.21626905
154.79000000,0.21619736
154.80000000,0.21612570
154.81000000,0.21605407
154.82000000,0.21598247
154.83000000,0.21591091
154.84000000,0.21583937
154.85000000,0.21576786
154.86000000,0.21569638
154.87000000,0.21562494
154.88000000,0.21555352
154.89000000,0.21548213
154.90000000,0.21541077
154.91000000,0.21533944
154.92000000,0.21526814
154.93000000,0.21519687
154.94000000,0.21512563
154.95000000,0.21505441
154.96000000,0.21498323
154.97000000,0.21491208
154.98000000,0.21484095
154.99000000,0.21476985
155.00000000,0.21469879
155.01000000,0.21462775
155.02000000,0.21455674
155.03000000,0.21448575
155.04000000,0.21441480
155.05000000,0.21434388
155.06000000,0.21427298
155.07000000,0.21420211
155.08000000,0.21413127
155.09000000,0.21406046
155.10000000,0.21398967
155.11000000,0.21391891
155.12000000,0.21384818
155.13000000,0.21377748
155.14000000,0.21370681
155.15000000,0.21363616
155.16000000,0.21356554
155.17000000,0.21349495
155.18000000,0.21342439
155.19000000,0.21335385
155.20000000,0.21328334
155.21000000,0.21321286
155.22000000,0.21314240
155.23000000,0.21307197
155.24000000,0.21300157
155.25000000,0.21293120
155.26000000,0.21286085
155.27000000,0.21279052
155.28000000,0.21272023
155.29000000,0.21264996
155.30000000,0.21257972
155.31000000,0.21250950
155.32000000,0.21243931
155.33000000,0.21236914
155.34000000,0.21229900
155.35000000,0.21222889
155.36000000,0.21215880
155.37000000,0.21208874
155.38000000,0.21201871
155.39000000,0.21194870
155.40000000,0.21187871
155.41000000,0.21180875
155.42000000,0.21173882
155.43000000,0.21166891
155.44000000,0.21159903
155.45000000,0.21152917
155.46000000,0.21145934
155.47000000,0.21138953
155.48000000,0.21131974
155.49000000,0.21124998
155.50000000,0.21118025
155.51000000,0.21111054
155.52000000,0.21104086
155.53000000,0.21097120
155.54000000,0.21090156
155.55000000,0.21083195
155.56000000,0.21076236
155.57000000,0.21069280
155.58000000,0.21062327
155.59000000,0.21055376
155.60000000,0.21048427
155.61000000,0.21041481
155.62000000,0.21034538
155.63000000,0.21027597
155.64000000,0.21020659
155.65000000,0.21013723
155.66000000,0.21006790
155.67000000,0.20999860
155.68000000,0.20992932
155.69000000,0.20986006
155.70000000,0.20979084
155.71000000,0.20972163
155.72000000,0.20965246
155.73000000,0.20958331
155.74000000,0.20951419
155.75000000,0.20944509
155.76000000,0.20937602
155.77000000,0.20930698
155.78000000,0.20923796
155.79000000,0.20916898
155.80000000,0.20910001
155.81000000,0.20903108
155.82000000,0.20896217
155.83000000,0.20889329
155.84000000,0.20882443
155.85000000,0.20875561
155.86000000,0.20868681
155.87000000,0.20861803
155.88000000,0.20854929
155.89000000,0.20848057
155.90000000,0.20841188
155.91000000,0.20834322
155.92000000,0.20827459
155.93000000,0.20820598
155.94000000,0.20813740
155.95000000,0.20806885
155.96000000,0.20800033
155.97000000,0.20793183
155.98000000,0.20786337
155.99000000,0.20779493
156.00000000,0.20772652
156.01000000,0.20765814
156.02000000,0.20758979
156.03000000,0.20752147
156.04000000,0.20745317
156.05000000,0.20738491
156.06000000,0.20731667
156.07000000,0.20724846
156.08000000,0.20718028
156.09000000,0.20711213
156.10000000,0.20704401
156.11000000,0.20697592
156.12000000,0.20690786
156.13000000,0.20683982
156.14000000,0.20677182
156.15000000,0.20670385
156.16000000,0.20663590
156.17000000,0.20656799
156.18000000,0.20650010
156.19000000,0.20643225
156.20000000,0.20636443
156.21000000,0.20629663
156.22000000,0.20622887
156.23000000,0.20616113
156.24000000,0.20609343
156.25000000,0.20602575
156.26000000,0.20595811
156.27000000,0.20589050
156.28000000,0.20582292
156.29000000,0.20575536
156.30000000,0.20568784
156.31000000,0.20562035
156.32000000,0.20555289
156.33000000,0.20548547
156.34000000,0.20541807
156.35000000,0.20535070
156.36000000,0.20528337
156.37000000,0.20521606
156.38000000,0.20514879
156.39000000,0.20508155
156.40000000,0.20501434
156.41000000,0.20494716
156.42000000,0.20488002
156.43000000,0.20481290
156.44000000,0.20474582
156.45000000,0.20467877
156.46000000,0.20461175
156.47000000,0.20454477
156.48000000,0.20447781
156.49000000,0.20441089
156.50000000,0.20434400
156.51000000,0.20427714
156.52000000,0.20421032
156.53000000,0.20414352
156.54000000,0.20407676
156.55000000,0.20401004
156.56000000,0.20394334
156.57000000,0.20387668
156.58000000,0.20381005
156.59000000,0.20374345
156.60000000,0.20367689
156.61000000,0.20361036
156.62000000,0.20354386
156.63000000,0.20347740
156.64000000,0.20341096
156.65000000,0.20334457
156.66000000,0.20327820
156.67000000,0.20321187
156.68000000,0.20314557
156.69000000,0.20307930
156.70000000,0.20301307
156.71000000,0.20294687
156.72000000,0.20288070
156.73000000,0.20281457
156.74000000,0.20274847
156.75000000,0.20268241
156.76000000,0.20261638
156.77000000,0.20255038
156.78000000,0.20248442
156.79000000,0.20241849
156.80000000,0.20235259
156.81000000,0.20228673
156.82000000,0.20222090
156.83000000,0.20215510
156.84000000,0.20208934
156.85000000,0.20202362
156.86000000,0.20195793
156.87000000,0.20189227
156.88000000,0.20182664
156.89000000,0.20176106
156.90000000,0.20169550
156.91000000,0.20162998
156.92000000,0.20156450
156.93000000,0.20149904
156.94000000,0.20143363
156.95000000,0.20136825
156.96000000,0.20130290
156.97000000,0.20123759
156.98000000,0.20117231
156.99000000,0.20110707
157.00000000,0.20104186
157.01000000,0.20097668
157.02000000,0.20091155
157.03000000,0.20084644
157.04000000,0.20078138
157.05000000,0.20071634
157.06000000,0.20065135
157.07000000,0.20058638
157.08000000,0.20052146
157.09000000,0.20045657
157.10000000,0.20039171
157.11000000,0.20032689
157.12000000,0.20026211
157.13000000,0.20019736
157.14000000,0.20013264
157.15000000,0.20006796
157.16000000,0.20000332
157.17000000,0.19993872
157.18000000,0.19987415
157.19000000,0.19980961
157.20000000,0.19974511
157.21000000,0.19968065
157.22000000,0.19961622
157.23000000,0.19955183
157.24000000,0.19948748
157.25000000,0.19942316
157.26000000,0.19935888
157.27000000,0.19929463
157.28000000,0.19923042
157.29000000,0.19916625
157.30000000,0.19910211
157.31000000,0.19903801
157.32000000,0.19897395
157.33000000,0.19890992
157.34000000,0.19884593
157.35000000,0.19878198
157.36000000,0.19871806
157.37000000,0.19865418
157.38000000,0.19859034
157.39000000,0.19852654
157.40000000,0.19846277
157.41000000,0.19839904
157.42000000,0.19833534
157.43000000,0.19827168
157.44000000,0.19820806
157.45000000,0.19814448
157.46000000,0.19808093
157.47000000,0.19801743
157.48000000,0.19795395
157.49000000,0.19789052
157.50000000,0.19782712
157.51000000,0.19776377
157.52000000,0.19770045
157.53000000,0.19763716
157.54000000,0.19757391
157.55000000,0.19751070
157.56000000,0.19744753
157.57000000,0.19738439
157.58000000,0.19732129
157.59000000,0.19725823
157.60000000,0.19719520
157.61000000,0.19713221
157.62000000,0.19706925
157.63000000,0.19700633
157.64000000,0.19694344
157.65000000,0.19688059
157.66000000,0.19681778
157.67000000,0.19675500
157.68000000,0.19669225
157.69000000,0.19662954
157.70000000,0.19656686
157.71000000,0.19650422
157.72000000,0.19644161
157.73000000,0.19637903
157.74000000,0.19631649
157.75000000,0.19625398
157.76000000,0.19619150
157.77000000,0.19612906
157.78000000,0.19606665
157.79000000,0.19600427
157.80000000,0.19594192
157.81000000,0.19587961
157.82000000,0.19581733
157.83000000,0.19575508
157.84000000,0.19569287
157.85000000,0.19563068
157.86000000,0.19556853
157.87000000,0.19550640
157.88000000,0.19544431
157.89000000,0.19538225
157.90000000,0.19532022
157.91000000,0.19525822
157.92000000,0.19519625
157.93000000,0.19513432
157.94000000,0.19507241
157.95000000,0.19501053
157.96000000,0.19494868
157.97000000,0.19488686
157.98000000,0.19482507
157.99000000,0.19476331
158.00000000,0.19470158
158.01000000,0.19463988
158.02000000,0.19457820
158.03000000,0.19451656
158.04000000,0.19445494
158.05000000,0.19439335
158.06000000,0.19433179
158.07000000,0.19427025
158.08000000,0.19420875
158.09000000,0.19414727
158.10000000,0.19408582
158.11000000,0.19402439
158.12000000,0.19396300
158.13000000,0.19390163
158.14000000,0.19384028
158.15000000,0.19377897
158.16000000,0.19371767
158.17000000,0.19365641
158.18000000,0.19359517
158.19000000,0.19353396
158.20000000,0.19347277
158.21000000,0.19341160
158.22000000,0.19335047
158.23000000,0.19328935
158.24000000,0.19322827
158.25000000,0.19316720
158.26000000,0.19310616
158.27000000,0.19304515
158.28000000,0.19298416
158.29000000,0.19292319
158.30000000,0.19286225
158.31000000,0.19280133
158.32000000,0.19274044
158.33000000,0.19267956
158.34000000,0.19261872
158.35000000,0.19255789
158.36000000,0.19249709
158.37000000,0.19243630
158.38000000,0.19237555
158.39000000,0.19231481
158.40000000,0.19225410
158.41000000,0.19219340
158.42000000,0.19213273
158.43000000,0.19207208
158.44000000,0.19201145
158.45000000,0.19195085
158.46000000,0.19189026
158.47000000,0.19182970
158.48000000,0.19176915
158.49000000,0.19170863
158.50000000,0.19164812
158.51000000,0.19158764
158.52000000,0.19152718
158.53000000,0.19146673
158.54000000,0.19140631
158.55000000,0.19134590
158.56000000,0.19128552
158.57000000,0.19122515
158.58000000,0.19116481
158.59000000,0.19110448
158.60000000,0.19104417
158.61000000,0.19098387
158.62000000,0.19092360
158.63000000,0.19086334
158.64000000,0.19080311
158.65000000,0.19074289
158.66000000,0.19068268
158.67000000,0.19062250
158.68000000,0.19056233
158.69000000,0.19050218
158.70000000,0.19044204
158.71000000,0.19038193
158.72000000,0.19032182
158.73000000,0.19026174
158.74000000,0.19020167
158.75000000,0.19014162
158.76000000,0.19008158
158.77000000,0.19002156
158.78000000,0.18996155
158.79000000,0.18990156
158.80000000,0.18984158
158.81000000,0.18978162
158.82000000,0.18972168
158.83000000,0.18966174
158.84000000,0.18960183
158.85000000,0.18954192
158.86000000,0.18948203
158.87000000,0.18942216
158.88000000,0.18936230
158.89000000,0.18930245
158.90000000,0.18924261
158.91000000,0.18918279
158.92000000,0.18912298
158.93000000,0.18906318
158.94000000,0.18900340
158.95000000,0.18894363
158.96000000,0.18888387
158.97000000,0.18882412
158.98000000,0.18876439
158.99000000,0.18870466
159.00000000,0.18864495
159.01000000,0.18858525
159.02000000,0.18852556
159.03000000,0.18846588
159.04000000,0.18840622
159.05000000,0.18834656
159.06000000,0.18828691
159.07000000,0.18822728
159.08000000,0.18816765
159.09000000,0.18810804
159.10000000,0.18804843
159.11000000,0.18798884
159.12000000,0.18792925
159.13000000,0.18786967
159.14000000,0.18781010
159.15000000,0.18775054
159.16000000,0.18769099
159.17000000,0.18763145
159.18000000,0.18757192
159.19000000,0.18751239
159.20000000,0.18745288
159.21000000,0.18739337
159.22000000,0.18733387
159.23000000,0.18727437
159.24000000,0.18721489
159.25000000,0.18715541
159.26000000,0.18709593
159.27000000,0.18703647
159.28000000,0.18697701
159.29000000,0.18691756
159.30000000,0.18685811
159.31000000,0.18679867
159.32000000,0.18673924
159.33000000,0.18667981
159.34000000,0.18662039
159.35000000,0.18656097
159.36000000,0.18650156
159.37000000,0.18644215
159.38000000,0.18638275
159.39000000,0.18632335
159.40000000,0.18626396
159.41000000,0.18620457
159.42000000,0.18614519
159.43000000,0.18608581
159.44000000,0.18602643
159.45000000,0.18596706
159.46000000,0.18590769
159.47000000,0.18584833
159.48000000,0.18578897
159.49000000,0.18572961
159.50000000,0.18567025
