mass,sigma
116.63000000,126.91801292
116.64000000,126.82100805
116.65000000,126.72411459
116.66000000,126.62733238
116.67000000,126.53066124
116.68000000,126.43410099
116.69000000,126.33765146
116.70000000,126.24131249
116.71000000,126.14508389
116.72000000,126.04896549
116.73000000,125.95295713
116.74000000,125.85705863
116.75000000,125.76126982
116.76000000,125.66559052
116.77000000,125.57002057
116.78000000,125.47455981
116.79000000,125.37920805
116.80000000,125.28396514
116.81000000,125.18883090
116.82000000,125.09380517
116.83000000,124.99888777
116.84000000,124.90407855
116.85000000,124.80937734
116.86000000,124.71478396
116.87000000,124.62029826
116.88000000,124.52592010
116.89000000,124.43164932
116.90000000,124.33748576
116.91000000,124.24342929
116.92000000,124.14947975
116.93000000,124.05563699
116.94000000,123.96190085
116.95000000,123.86827118
116.96000000,123.77474783
116.97000000,123.68133058
116.98000000,123.58801921
116.99000000,123.49481349
117.00000000,123.40171320
117.01000000,123.30871812
117.02000000,123.21582802
117.03000000,123.12304269
117.04000000,123.03036189
117.05000000,122.93778540
117.06000000,122.84531305
117.07000000,122.75294487
117.08000000,122.66068095
117.09000000,122.56852136
117.10000000,122.47646618
117.11000000,122.38451549
117.12000000,122.29266939
117.13000000,122.20092793
117.14000000,122.10929122
117.15000000,122.01775933
117.16000000,121.92633213
117.17000000,121.83500873
117.18000000,121.74378800
117.19000000,121.65266884
117.20000000,121.56165014
117.21000000,121.47073078
117.22000000,121.37990965
117.23000000,121.28918565
117.24000000,121.19855765
117.25000000,121.10802456
117.26000000,121.01758538
117.27000000,120.92723958
117.28000000,120.83698676
117.29000000,120.74682652
117.30000000,120.65675845
117.31000000,120.56678215
117.32000000,120.47689722
117.33000000,120.38710324
117.34000000,120.29739982
117.35000000,120.20778656
117.36000000,120.11826342
117.37000000,120.02883194
117.38000000,119.93949400
117.39000000,119.85025151
117.40000000,119.76110637
117.41000000,119.67206049
117.42000000,119.58311575
117.43000000,119.49427406
117.44000000,119.40553733
117.45000000,119.31690745
117.46000000,119.22838593
117.47000000,119.13997274
117.48000000,119.05166745
117.49000000,118.96346963
117.50000000,118.87537886
117.51000000,118.78739472
117.52000000,118.69951678
117.53000000,118.61174460
117.54000000,118.52407778
117.55000000,118.43651587
117.56000000,118.34905836
117.57000000,118.26170425
117.58000000,118.17445249
117.59000000,118.08730200
117.60000000,118.00025168
117.61000000,117.91330048
117.62000000,117.82644731
117.63000000,117.73969109
117.64000000,117.65303075
117.65000000,117.56646521
117.66000000,117.47999359
117.67000000,117.39361581
117.68000000,117.30733199
117.69000000,117.22114225
117.70000000,117.13504671
117.71000000,117.04904548
117.72000000,116.96313869
117.73000000,116.87732644
117.74000000,116.79160887
117.75000000,116.70598609
117.76000000,116.62045815
117.77000000,116.53502487
117.78000000,116.44968599
117.79000000,116.36444124
117.80000000,116.27929038
117.81000000,116.19423315
117.82000000,116.10926929
117.83000000,116.02439855
117.84000000,115.93962067
117.85000000,115.85493540
117.86000000,115.77034250
117.87000000,115.68584185
117.88000000,115.60143334
117.89000000,115.51711686
117.90000000,115.43289231
117.91000000,115.34875959
117.92000000,115.26471859
117.93000000,115.18076920
117.94000000,115.09691133
117.95000000,115.01314486
117.96000000,114.92946969
117.97000000,114.84588571
117.98000000,114.76239284
117.99000000,114.67899095
118.00000000,114.59567995
118.01000000,114.51245975
118.02000000,114.42933022
118.03000000,114.34629128
118.04000000,114.26334282
118.05000000,114.18048474
118.06000000,114.09771692
118.07000000,114.01503920
118.08000000,113.93245141
118.09000000,113.84995338
118.10000000,113.76754493
118.11000000,113.68522590
118.12000000,113.60299611
118.13000000,113.52085538
118.14000000,113.43880355
118.15000000,113.35684044
118.16000000,113.27496590
118.17000000,113.19317979
118.18000000,113.11148200
118.19000000,113.02987241
118.20000000,112.94835091
118.21000000,112.86691739
118.22000000,112.78557173
118.23000000,112.70431382
118.24000000,112.62314353
118.25000000,112.54206076
118.26000000,112.46106539
118.27000000,112.38015732
118.28000000,112.29933643
118.29000000,112.21860263
118.30000000,112.13795581
118.31000000,112.05739587
118.32000000,111.97692269
118.33000000,111.89653619
118.34000000,111.81623624
118.35000000,111.73602276
118.36000000,111.65589560
118.37000000,111.57585456
118.38000000,111.49589941
118.39000000,111.41602992
118.40000000,111.33624585
118.41000000,111.25654698
118.42000000,111.17693306
118.43000000,111.09740388
118.44000000,111.01795919
118.45000000,110.93859876
118.46000000,110.85932243
118.47000000,110.78013027
118.48000000,110.70102242
118.49000000,110.62199901
118.50000000,110.54306020
118.51000000,110.46420611
118.52000000,110.38543688
118.53000000,110.30675266
118.54000000,110.22815358
118.55000000,110.14963978
118.56000000,110.07121137
118.57000000,109.99286835
118.58000000,109.91461070
118.59000000,109.83643837
118.60000000,109.75835135
118.61000000,109.68034961
118.62000000,109.60243311
118.63000000,109.52460183
118.64000000,109.44685574
118.65000000,109.36919481
118.66000000,109.29161890
118.67000000,109.21412750
118.68000000,109.13671996
118.69000000,109.05939566
118.70000000,108.98215395
118.71000000,108.90499420
118.72000000,108.82791579
118.73000000,108.75091807
118.74000000,108.67400042
118.75000000,108.59716219
118.76000000,108.52040287
118.77000000,108.44372228
118.78000000,108.36712039
118.79000000,108.29059714
118.80000000,108.21415248
118.81000000,108.13778635
118.82000000,108.06149871
118.83000000,107.98528950
118.84000000,107.90915867
118.85000000,107.83310616
118.86000000,107.75713197
118.87000000,107.68123618
118.88000000,107.60541894
118.89000000,107.52968038
118.90000000,107.45402064
118.91000000,107.37843986
118.92000000,107.30293816
118.93000000,107.22751570
118.94000000,107.15217260
118.95000000,107.07690899
118.96000000,107.00172497
118.97000000,106.92662041
118.98000000,106.85159512
118.99000000,106.77664893
119.00000000,106.70178165
119.01000000,106.62699311
119.02000000,106.55228312
119.03000000,106.47765150
119.04000000,106.40309808
119.05000000,106.32862268
119.06000000,106.25422512
119.07000000,106.17990528
119.08000000,106.10566308
119.09000000,106.03149839
119.10000000,105.95741111
119.11000000,105.88340114
119.12000000,105.80946838
119.13000000,105.73561271
119.14000000,105.66183404
119.15000000,105.58813225
119.16000000,105.51450725
119.17000000,105.44095892
119.18000000,105.36748717
119.19000000,105.29409190
119.20000000,105.22077298
119.21000000,105.14753033
119.22000000,105.07436384
119.23000000,105.00127340
119.24000000,104.92825891
119.25000000,104.85532026
119.26000000,104.78245736
119.27000000,104.70967009
119.28000000,104.63695835
119.29000000,104.56432203
119.30000000,104.49176103
119.31000000,104.41927523
119.32000000,104.34686454
119.33000000,104.27452885
119.34000000,104.20226804
119.35000000,104.13008202
119.36000000,104.05797068
119.37000000,103.98593391
119.38000000,103.91397160
119.39000000,103.84208365
119.40000000,103.77026994
119.41000000,103.69853037
119.42000000,103.62686484
119.43000000,103.55527323
119.44000000,103.48375544
119.45000000,103.41231136
119.46000000,103.34094088
119.47000000,103.26964391
119.48000000,103.19842034
119.49000000,103.12727007
119.50000000,103.05619301
119.51000000,102.98518905
119.52000000,102.91425809
119.53000000,102.84340003
119.54000000,102.77261478
119.55000000,102.70190223
119.56000000,102.63126228
119.57000000,102.56069484
119.58000000,102.49019982
119.59000000,102.41977712
119.60000000,102.34942664
119.61000000,102.27914830
119.62000000,102.20894200
119.63000000,102.13880764
119.64000000,102.06874513
119.65000000,101.99875438
119.66000000,101.92883529
119.67000000,101.85898770
119.68000000,101.78921146
119.69000000,101.71950642
119.70000000,101.64987240
119.71000000,101.58030927
119.72000000,101.51081685
119.73000000,101.44139500
119.74000000,101.37204355
119.75000000,101.30276235
119.76000000,101.23355129
119.77000000,101.16441043
119.78000000,101.09533992
119.79000000,101.02633987
119.80000000,100.95741040
119.81000000,100.88855164
119.82000000,100.81976371
119.83000000,100.75104674
119.84000000,100.68240084
119.85000000,100.61382615
119.86000000,100.54532276
119.87000000,100.47689066
119.88000000,100.40852980
119.89000000,100.34024016
119.90000000,100.27202168
119.91000000,100.20387434
119.92000000,100.13579808
119.93000000,100.06779289
119.94000000,99.99985870
119.95000000,99.93199549
119.96000000,99.86420313
119.97000000,99.79648116
119.98000000,99.72882903
119.99000000,99.66124620
120.00000000,99.59373212
120.01000000,99.52628623
120.02000000,99.45890800
120.03000000,99.39159688
120.04000000,99.32435232
120.05000000,99.25717377
120.06000000,99.19006077
120.07000000,99.12301321
120.08000000,99.05603106
120.09000000,98.98911430
120.10000000,98.92226289
120.11000000,98.85547681
120.12000000,98.78875604
120.13000000,98.72210053
120.14000000,98.65551027
120.15000000,98.58898523
120.16000000,98.52252541
120.17000000,98.45613092
120.18000000,98.38980187
120.19000000,98.32353842
120.20000000,98.25734069
120.21000000,98.19120880
120.22000000,98.12514291
120.23000000,98.05914313
120.24000000,97.99320960
120.25000000,97.92734245
120.26000000,97.86154177
120.27000000,97.79580744
120.28000000,97.73013933
120.29000000,97.66453728
120.30000000,97.59900114
120.31000000,97.53353075
120.32000000,97.46812596
120.33000000,97.40278663
120.34000000,97.33751260
120.35000000,97.27230372
120.36000000,97.20715984
120.37000000,97.14208088
120.38000000,97.07706675
120.39000000,97.01211736
120.40000000,96.94723263
120.41000000,96.88241248
120.42000000,96.81765683
120.43000000,96.75296558
120.44000000,96.68833865
120.45000000,96.62377597
120.46000000,96.55927744
120.47000000,96.49484298
120.48000000,96.43047251
120.49000000,96.36616595
120.50000000,96.30192321
120.51000000,96.23774420
120.52000000,96.17362886
120.53000000,96.10957708
120.54000000,96.04558880
120.55000000,95.98166392
120.56000000,95.91780236
120.57000000,95.85400403
120.58000000,95.79026887
120.59000000,95.72659676
120.60000000,95.66298765
120.61000000,95.59944143
120.62000000,95.53595802
120.63000000,95.47253734
120.64000000,95.40917930
120.65000000,95.34588383
120.66000000,95.28265083
120.67000000,95.21948022
120.68000000,95.15637193
120.69000000,95.09332586
120.70000000,95.03034195
120.71000000,94.96742011
120.72000000,94.90456026
120.73000000,94.84176232
120.74000000,94.77902621
120.75000000,94.71635185
120.76000000,94.65373915
120.77000000,94.59118804
120.78000000,94.52869844
120.79000000,94.46627028
120.80000000,94.40390347
120.81000000,94.34159794
120.82000000,94.27935361
120.83000000,94.21717040
120.84000000,94.15504824
120.85000000,94.09298704
120.86000000,94.03098673
120.87000000,93.96904721
120.88000000,93.90716841
120.89000000,93.84535021
120.90000000,93.78359255
120.91000000,93.72189532
120.92000000,93.66025843
120.93000000,93.59868179
120.94000000,93.53716532
120.95000000,93.47570892
120.96000000,93.41431251
120.97000000,93.35297601
120.98000000,93.29169935
120.99000000,93.23048246
121.00000000,93.16932529
121.01000000,93.10822774
121.02000000,93.04718977
121.03000000,92.98621130
121.04000000,92.92529225
121.05000000,92.86443257
121.06000000,92.80363217
121.07000000,92.74289094
121.08000000,92.68220874
121.09000000,92.62158546
121.10000000,92.56102095
121.11000000,92.50051511
121.12000000,92.44006779
121.13000000,92.37967887
121.14000000,92.31934823
121.15000000,92.25907573
121.16000000,92.19886129
121.17000000,92.13870498
121.18000000,92.07860693
121.19000000,92.01856725
121.20000000,91.95858606
121.21000000,91.89866347
121.22000000,91.83879960
121.23000000,91.77899457
121.24000000,91.71924849
121.25000000,91.65956149
121.26000000,91.59993365
121.27000000,91.54036498
121.28000000,91.48085546
121.29000000,91.42140507
121.30000000,91.36201378
121.31000000,91.30268158
121.32000000,91.24340845
121.33000000,91.18419436
121.34000000,91.12503929
121.35000000,91.06594323
121.36000000,91.00690608
121.37000000,90.94792743
121.38000000,90.88900680
121.39000000,90.83014372
121.40000000,90.77133769
121.41000000,90.71258824
121.42000000,90.65389489
121.43000000,90.59525716
121.44000000,90.53667456
121.45000000,90.47814662
121.46000000,90.41967293
121.47000000,90.36125339
121.48000000,90.30288798
121.49000000,90.24457668
121.50000000,90.18631947
121.51000000,90.12811632
121.52000000,90.06996722
121.53000000,90.01187213
121.54000000,89.95383104
121.55000000,89.89584392
121.56000000,89.83791079
121.57000000,89.78003173
121.58000000,89.72220689
121.59000000,89.66443639
121.60000000,89.60672035
121.61000000,89.54905891
121.62000000,89.49145220
121.63000000,89.43390033
121.64000000,89.37640346
121.65000000,89.31896169
121.66000000,89.26157512
121.67000000,89.20424367
121.68000000,89.14696722
121.69000000,89.08974565
121.70000000,89.03257884
121.71000000,88.97546666
121.72000000,88.91840901
121.73000000,88.86140575
121.74000000,88.80445678
121.75000000,88.74756196
121.76000000,88.69072119
121.77000000,88.63393439
121.78000000,88.57720149
121.79000000,88.52052242
121.80000000,88.46389712
121.81000000,88.40732552
121.82000000,88.35080755
121.83000000,88.29434314
121.84000000,88.23793222
121.85000000,88.18157473
121.86000000,88.12527059
121.87000000,88.06901975
121.88000000,88.01282215
121.89000000,87.95667771
121.90000000,87.90058638
121.91000000,87.84454811
121.92000000,87.78856281
121.93000000,87.73263044
121.94000000,87.67675093
121.95000000,87.62092423
121.96000000,87.56515026
121.97000000,87.50942895
121.98000000,87.45376025
121.99000000,87.39814407
122.00000000,87.34258034
122.01000000,87.28706900
122.02000000,87.23160998
122.03000000,87.17620321
122.04000000,87.12084860
122.05000000,87.06554611
122.06000000,87.01029564
122.07000000,86.95509715
122.08000000,86.89995055
122.09000000,86.84485579
122.10000000,86.78981279
122.11000000,86.73482149
122.12000000,86.67988182
122.13000000,86.62499371
122.14000000,86.57015710
122.15000000,86.51537192
122.16000000,86.46063810
122.17000000,86.40595558
122.18000000,86.35132430
122.19000000,86.29674420
122.20000000,86.24221521
122.21000000,86.18773727
122.22000000,86.13331032
122.23000000,86.07893430
122.24000000,86.02460914
122.25000000,85.97033479
122.26000000,85.91611118
122.27000000,85.86193824
122.28000000,85.80781592
122.29000000,85.75374416
122.30000000,85.69972288
122.31000000,85.64575203
122.32000000,85.59183154
122.33000000,85.53796135
122.34000000,85.48414140
122.35000000,85.43037163
122.36000000,85.37665196
122.37000000,85.32298229
122.38000000,85.26936252
122.39000000,85.21579254
122.40000000,85.16227223
122.41000000,85.10880149
122.42000000,85.05538022
122.43000000,85.00200829
122.44000000,84.94868561
122.45000000,84.89541207
122.46000000,84.84218760
122.47000000,84.78901227
122.48000000,84.73588622
122.49000000,84.68280955
122.50000000,84.62978241
122.51000000,84.57680490
122.52000000,84.52387715
122.53000000,84.47099928
122.54000000,84.41817142
122.55000000,84.36539368
122.56000000,84.31266616
122.57000000,84.25998888
122.58000000,84.20736181
122.59000000,84.15478494
122.60000000,84.10225826
122.61000000,84.04978175
122.62000000,83.99735539
122.63000000,83.94497918
122.64000000,83.89265309
122.65000000,83.84037711
122.66000000,83.78815116
122.67000000,83.73597486
122.68000000,83.68384779
122.69000000,83.63176951
122.70000000,83.57973959
122.71000000,83.52775758
122.72000000,83.47582307
122.73000000,83.42393560
122.74000000,83.37209474
122.75000000,83.32030007
122.76000000,83.26855121
122.77000000,83.21684809
122.78000000,83.16519070
122.79000000,83.11357904
122.80000000,83.06201310
122.81000000,83.01049286
122.82000000,82.95901833
122.83000000,82.90758949
122.84000000,82.85620635
122.85000000,82.80486888
122.86000000,82.75357712
122.87000000,82.70233115
122.88000000,82.65113109
122.89000000,82.59997706
122.90000000,82.54886918
122.91000000,82.49780756
122.92000000,82.44679234
122.93000000,82.39582361
122.94000000,82.34490151
122.95000000,82.29402615
122.96000000,82.24319761
122.97000000,82.19241583
122.98000000,82.14168069
122.99000000,82.09099210
123.00000000,82.04034995
123.01000000,81.98975413
123.02000000,81.93920454
123.03000000,81.88870107
123.04000000,81.83824362
123.05000000,81.78783209
123.06000000,81.73746637
123.07000000,81.68714642
123.08000000,81.63687219
123.09000000,81.58664363
123.10000000,81.53646070
123.11000000,81.48632335
123.12000000,81.43623154
123.13000000,81.38618523
123.14000000,81.33618436
123.15000000,81.28622890
123.16000000,81.23631880
123.17000000,81.18645399
123.18000000,81.13663442
123.19000000,81.08686002
123.20000000,81.03713074
123.21000000,80.98744652
123.22000000,80.93780729
123.23000000,80.88821299
123.24000000,80.83866357
123.25000000,80.78915896
123.26000000,80.73969909
123.27000000,80.69028393
123.28000000,80.64091340
123.29000000,80.59158746
123.30000000,80.54230604
123.31000000,80.49306909
123.32000000,80.44387656
123.33000000,80.39472839
123.34000000,80.34562452
123.35000000,80.29656490
123.36000000,80.24754947
123.37000000,80.19857820
123.38000000,80.14965102
123.39000000,80.10076791
123.40000000,80.05192881
123.41000000,80.00313368
123.42000000,79.95438249
123.43000000,79.90567518
123.44000000,79.85701172
123.45000000,79.80839205
123.46000000,79.75981614
123.47000000,79.71128392
123.48000000,79.66279535
123.49000000,79.61435037
123.50000000,79.56594892
123.51000000,79.51759095
123.52000000,79.46927640
123.53000000,79.42100521
123.54000000,79.37277733
123.55000000,79.32459270
123.56000000,79.27645127
123.57000000,79.22835298
123.58000000,79.18029778
123.59000000,79.13228561
123.60000000,79.08431642
123.61000000,79.03639016
123.62000000,78.98850676
123.63000000,78.94066618
123.64000000,78.89286835
123.65000000,78.84511324
123.66000000,78.79740076
123.67000000,78.74973085
123.68000000,78.70210339
123.69000000,78.65451831
123.70000000,78.60697549
123.71000000,78.55947486
123.72000000,78.51201632
123.73000000,78.46459976
123.74000000,78.41722511
123.75000000,78.36989226
123.76000000,78.32260116
123.77000000,78.27535189
123.78000000,78.22814459
123.79000000,78.18097939
123.80000000,78.13385641
123.81000000,78.08677578
123.82000000,78.03973763
123.83000000,77.99274209
123.84000000,77.94578928
123.85000000,77.89887934
123.86000000,77.85201237
123.87000000,77.80518838
123.88000000,77.75840738
123.89000000,77.71166935
123.90000000,77.66497429
123.91000000,77.61832220
123.92000000,77.57171306
123.93000000,77.52514688
123.94000000,77.47862365
123.95000000,77.43214336
123.96000000,77.38570593
123.97000000,77.33931103
123.98000000,77.29295825
123.99000000,77.24664716
124.00000000,77.20037735
124.01000000,77.15414842
124.02000000,77.10795995
124.03000000,77.06181153
124.04000000,77.01570274
124.05000000,76.96963318
124.06000000,76.92360249
124.07000000,76.87761061
124.08000000,76.83165754
124.09000000,76.78574329
124.10000000,76.73986784
124.11000000,76.69403121
124.12000000,76.64823340
124.13000000,76.60247439
124.14000000,76.55675420
124.15000000,76.51107283
124.16000000,76.46543029
124.17000000,76.41982669
124.18000000,76.37426217
124.19000000,76.32873685
124.20000000,76.28325085
124.21000000,76.23780430
124.22000000,76.19239734
124.23000000,76.14703008
124.24000000,76.10170266
124.25000000,76.05641520
124.26000000,76.01116780
124.27000000,75.96596039
124.28000000,75.92079288
124.29000000,75.87566518
124.30000000,75.83057718
124.31000000,75.78552880
124.32000000,75.74051993
124.33000000,75.69555047
124.34000000,75.65062035
124.35000000,75.60572945
124.36000000,75.56087769
124.37000000,75.51606502
124.38000000,75.47129141
124.39000000,75.42655682
124.40000000,75.38186121
124.41000000,75.33720455
124.42000000,75.29258680
124.43000000,75.24800791
124.44000000,75.20346786
124.45000000,75.15896660
124.46000000,75.11450410
124.47000000,75.07008032
124.48000000,75.02569522
124.49000000,74.98134875
124.50000000,74.93704088
124.51000000,74.89277157
124.52000000,74.84854078
124.53000000,74.80434846
124.54000000,74.76019459
124.55000000,74.71607911
124.56000000,74.67200198
124.57000000,74.62796316
124.58000000,74.58396260
124.59000000,74.54000023
124.60000000,74.49607602
124.61000000,74.45218990
124.62000000,74.40834182
124.63000000,74.36453174
124.64000000,74.32075960
124.65000000,74.27702534
124.66000000,74.23332893
124.67000000,74.18967030
124.68000000,74.14604942
124.69000000,74.10246625
124.70000000,74.05892072
124.71000000,74.01541281
124.72000000,73.97194246
124.73000000,73.92850963
124.74000000,73.88511427
124.75000000,73.84175634
124.76000000,73.79843579
124.77000000,73.75515259
124.78000000,73.71190670
124.79000000,73.66869807
124.80000000,73.62552667
124.81000000,73.58239246
124.82000000,73.53929541
124.83000000,73.49623546
124.84000000,73.45321259
124.85000000,73.41022676
124.86000000,73.36727792
124.87000000,73.32436603
124.88000000,73.28149104
124.89000000,73.23865292
124.90000000,73.19585160
124.91000000,73.15308704
124.92000000,73.11035920
124.93000000,73.06766803
124.94000000,73.02501348
124.95000000,72.98239550
124.96000000,72.93981406
124.97000000,72.89726911
124.98000000,72.85476062
124.99000000,72.81228856
125.00000000,72.76985288
125.01000000,72.72745357
125.02000000,72.68509058
125.03000000,72.64276387
125.04000000,72.60047342
125.05000000,72.55821919
125.06000000,72.51600113
125.07000000,72.47381918
125.08000000,72.43167324
125.09000000,72.38956323
125.10000000,72.34748907
125.11000000,72.30545067
125.12000000,72.26344795
125.13000000,72.22148082
125.14000000,72.17954919
125.15000000,72.13765299
125.16000000,72.09579216
125.17000000,72.05396679
125.18000000,72.01217701
125.19000000,71.97042295
125.20000000,71.92870472
125.21000000,71.88702247
125.22000000,71.84537630
125.23000000,71.80376634
125.24000000,71.76219273
125.25000000,71.72065559
125.26000000,71.67915502
125.27000000,71.63769105
125.28000000,71.59626368
125.29000000,71.55487291
125.30000000,71.51351875
125.31000000,71.47220121
125.32000000,71.43092029
125.33000000,71.38967598
125.34000000,71.34846830
125.35000000,71.30729726
125.36000000,71.26616278
125.37000000,71.22506454
125.38000000,71.18400216
125.39000000,71.14297524
125.40000000,71.10198340
125.41000000,71.06102625
125.42000000,71.02010340
125.43000000,70.97921445
125.44000000,70.93835902
125.45000000,70.89753672
125.46000000,70.85674722
125.47000000,70.81599047
125.48000000,70.77526648
125.49000000,70.73457524
125.50000000,70.69391678
125.51000000,70.65329109
125.52000000,70.61269819
125.53000000,70.57213808
125.54000000,70.53161077
125.55000000,70.49111626
125.56000000,70.45065459
125.57000000,70.41022587
125.58000000,70.36983021
125.59000000,70.32946775
125.60000000,70.28913862
125.61000000,70.24884295
125.62000000,70.20858086
125.63000000,70.16835249
125.64000000,70.12815795
125.65000000,70.08799739
125.66000000,70.04787089
125.67000000,70.00777840
125.68000000,69.96771985
125.69000000,69.92769515
125.70000000,69.88770422
125.71000000,69.84774697
125.72000000,69.80782333
125.73000000,69.76793321
125.74000000,69.72807654
125.75000000,69.68825322
125.76000000,69.64846318
125.77000000,69.60870639
125.78000000,69.56898282
125.79000000,69.52929244
125.80000000,69.48963521
125.81000000,69.45001111
125.82000000,69.41042012
125.83000000,69.37086219
125.84000000,69.33133731
125.85000000,69.29184543
125.86000000,69.25238654
125.87000000,69.21296059
125.88000000,69.17356755
125.89000000,69.13420736
125.90000000,69.09488000
125.91000000,69.05558541
125.92000000,69.01632357
125.93000000,68.97709442
125.94000000,68.93789793
125.95000000,68.89873407
125.96000000,68.85960278
125.97000000,68.82050403
125.98000000,68.78143779
125.99000000,68.74240402
126.00000000,68.70340269
126.01000000,68.66443375
126.02000000,68.62549719
126.03000000,68.58659295
126.04000000,68.54772101
126.05000000,68.50888133
126.06000000,68.47007388
126.07000000,68.43129861
126.08000000,68.39255550
126.09000000,68.35384451
126.10000000,68.31516561
126.11000000,68.27651876
126.12000000,68.23790392
126.13000000,68.19932107
126.14000000,68.16077016
126.15000000,68.12225116
126.16000000,68.08376405
126.17000000,68.04530878
126.18000000,68.00688533
126.19000000,67.96849367
126.20000000,67.93013376
126.21000000,67.89180559
126.22000000,67.85350911
126.23000000,67.81524430
126.24000000,67.77701113
126.25000000,67.73880957
126.26000000,67.70063959
126.27000000,67.66250111
126.28000000,67.62439408
126.29000000,67.58631842
126.30000000,67.54827406
126.31000000,67.51026094
126.32000000,67.47227898
126.33000000,67.43432812
126.34000000,67.39640829
126.35000000,67.35851942
126.36000000,67.32066146
126.37000000,67.28283448
126.38000000,67.24503857
126.39000000,67.20727382
126.40000000,67.16954032
126.41000000,67.13183816
126.42000000,67.09416743
126.43000000,67.05652822
126.44000000,67.01892061
126.45000000,66.98134471
126.46000000,66.94380050
126.47000000,66.90628757
126.48000000,66.86880542
126.49000000,66.83135355
126.50000000,66.79393145
126.51000000,66.75653862
126.52000000,66.71917455
126.53000000,66.68183875
126.54000000,66.64453071
126.55000000,66.60724991
126.56000000,66.56999593
126.57000000,66.53276853
126.58000000,66.49556755
126.59000000,66.45839283
126.60000000,66.42124421
126.61000000,66.38412153
126.62000000,66.34702461
126.63000000,66.30995331
126.64000000,66.27290745
126.65000000,66.23588687
126.66000000,66.19889160
126.67000000,66.16192243
126.68000000,66.12498034
126.69000000,66.08806629
126.70000000,66.05118128
126.71000000,66.01432628
126.72000000,65.97750226
126.73000000,65.94071021
126.74000000,65.90395110
126.75000000,65.86722590
126.76000000,65.83053542
126.77000000,65.79387966
126.78000000,65.75725847
126.79000000,65.72067167
126.80000000,65.68411910
126.81000000,65.64760059
126.82000000,65.61111598
126.83000000,65.57466510
126.84000000,65.53824777
126.85000000,65.50186384
126.86000000,65.46551309
126.87000000,65.42919505
126.88000000,65.39290923
126.89000000,65.35665514
126.90000000,65.32043225
126.91000000,65.28424008
126.92000000,65.24807812
126.93000000,65.21194586
126.94000000,65.17584281
126.95000000,65.13976845
126.96000000,65.10372239
126.97000000,65.06770462
126.98000000,65.03171522
126.99000000,64.99575430
127.00000000,64.95982193
127.01000000,64.92391822
127.02000000,64.88804325
127.03000000,64.85219711
127.04000000,64.81637989
127.05000000,64.78059169
127.06000000,64.74483257
127.07000000,64.70910250
127.08000000,64.67340140
127.09000000,64.63772921
127.10000000,64.60208587
127.11000000,64.56647132
127.12000000,64.53088549
127.13000000,64.49532832
127.14000000,64.45979975
127.15000000,64.42429970
127.16000000,64.38882812
127.17000000,64.35338499
127.18000000,64.31797028
127.19000000,64.28258397
127.20000000,64.24722604
127.21000000,64.21189647
127.22000000,64.17659523
127.23000000,64.14132230
127.24000000,64.10607767
127.25000000,64.07086130
127.26000000,64.03567318
127.27000000,64.00051327
127.28000000,63.96538154
127.29000000,63.93027796
127.30000000,63.89520250
127.31000000,63.86015511
127.32000000,63.82513578
127.33000000,63.79014446
127.34000000,63.75518112
127.35000000,63.72024574
127.36000000,63.68533826
127.37000000,63.65045868
127.38000000,63.61560695
127.39000000,63.58078305
127.40000000,63.54598694
127.41000000,63.51121861
127.42000000,63.47647801
127.43000000,63.44176511
127.44000000,63.40707990
127.45000000,63.37242233
127.46000000,63.33779238
127.47000000,63.30319001
127.48000000,63.26861521
127.49000000,63.23406794
127.50000000,63.19954817
127.51000000,63.16505588
127.52000000,63.13059103
127.53000000,63.09615359
127.54000000,63.06174354
127.55000000,63.02736085
127.56000000,62.99300548
127.57000000,62.95867741
127.58000000,62.92437661
127.59000000,62.89010305
127.60000000,62.85585670
127.61000000,62.82163753
127.62000000,62.78744550
127.63000000,62.75328059
127.64000000,62.71914277
127.65000000,62.68503200
127.66000000,62.65094827
127.67000000,62.61689154
127.68000000,62.58286178
127.69000000,62.54885897
127.70000000,62.51488310
127.71000000,62.48093411
127.72000000,62.44701201
127.73000000,62.41311675
127.74000000,62.37924832
127.75000000,62.34540668
127.76000000,62.31159182
127.77000000,62.27780368
127.78000000,62.24404225
127.79000000,62.21030749
127.80000000,62.17659935
127.81000000,62.14291780
127.82000000,62.10926280
127.83000000,62.07563433
127.84000000,62.04203234
127.85000000,62.00845679
127.86000000,61.97490766
127.87000000,61.94138490
127.88000000,61.90788849
127.89000000,61.87441840
127.90000000,61.84097459
127.91000000,61.80755703
127.92000000,61.77416569
127.93000000,61.74080054
127.94000000,61.70746155
127.95000000,61.67414868
127.96000000,61.64086191
127.97000000,61.60760123
127.98000000,61.57436661
127.99000000,61.54115806
128.00000000,61.50797556
128.01000000,61.47481911
128.02000000,61.44168868
128.03000000,61.40858428
128.04000000,61.37550588
128.05000000,61.34245349
128.06000000,61.30942708
128.07000000,61.27642664
128.08000000,61.24345212
128.09000000,61.21050350
128.10000000,61.17758075
128.11000000,61.14468384
128.12000000,61.11181273
128.13000000,61.07896740
128.14000000,61.04614781
128.15000000,61.01335394
128.16000000,60.98058575
128.17000000,60.94784321
128.18000000,60.91512629
128.19000000,60.88243494
128.20000000,60.84976914
128.21000000,60.81712886
128.22000000,60.78451405
128.23000000,60.75192468
128.24000000,60.71936073
128.25000000,60.68682214
128.26000000,60.65430890
128.27000000,60.62182098
128.28000000,60.58935834
