mass,sigma
139.95000000,34.87051897
139.96000000,34.85578521
139.97000000,34.84105971
139.98000000,34.82634257
139.99000000,34.81163390
140.00000000,34.79693383
140.01000000,34.78224246
140.02000000,34.76755990
140.03000000,34.75288628
140.04000000,34.73822170
140.05000000,34.72356628
140.06000000,34.70892012
140.07000000,34.69428320
140.08000000,34.67965551
140.09000000,34.66503703
140.10000000,34.65042774
140.11000000,34.63582761
140.12000000,34.62123662
140.13000000,34.60665475
140.14000000,34.59208198
140.15000000,34.57751828
140.16000000,34.56296363
140.17000000,34.54841798
140.18000000,34.53388124
140.19000000,34.51935337
140.20000000,34.50483429
140.21000000,34.49032394
140.22000000,34.47582225
140.23000000,34.46132916
140.24000000,34.44684461
140.25000000,34.43236852
140.26000000,34.41790085
140.27000000,34.40344160
140.28000000,34.38899078
140.29000000,34.37454839
140.30000000,34.36011446
140.31000000,34.34568900
140.32000000,34.33127201
140.33000000,34.31686351
140.34000000,34.30246351
140.35000000,34.28807203
140.36000000,34.27368907
140.37000000,34.25931462
140.38000000,34.24494868
140.39000000,34.23059122
140.40000000,34.21624225
140.41000000,34.20190174
140.42000000,34.18756969
140.43000000,34.17324609
140.44000000,34.15893092
140.45000000,34.14462417
140.46000000,34.13032583
140.47000000,34.11603589
140.48000000,34.10175434
140.49000000,34.08748117
140.50000000,34.07321637
140.51000000,34.05895993
140.52000000,34.04471184
140.53000000,34.03047209
140.54000000,34.01624066
140.55000000,34.00201756
140.56000000,33.98780276
140.57000000,33.97359627
140.58000000,33.95939808
140.59000000,33.94520818
140.60000000,33.93102657
140.61000000,33.91685324
140.62000000,33.90268820
140.63000000,33.88853143
140.64000000,33.87438293
140.65000000,33.86024270
140.66000000,33.84611072
140.67000000,33.83198700
140.68000000,33.81787152
140.69000000,33.80376428
140.70000000,33.78966526
140.71000000,33.77557447
140.72000000,33.76149188
140.73000000,33.74741750
140.74000000,33.73335131
140.75000000,33.71929330
140.76000000,33.70524348
140.77000000,33.69120182
140.78000000,33.67716834
140.79000000,33.66314302
140.80000000,33.64912586
140.81000000,33.63511686
140.82000000,33.62111601
140.83000000,33.60712331
140.84000000,33.59313876
140.85000000,33.57916235
140.86000000,33.56519407
140.87000000,33.55123393
140.88000000,33.53728192
140.89000000,33.52333803
140.90000000,33.50940226
140.91000000,33.49547460
140.92000000,33.48155506
140.93000000,33.46764362
140.94000000,33.45374029
140.95000000,33.43984505
140.96000000,33.42595790
140.97000000,33.41207884
140.98000000,33.39820784
140.99000000,33.38434491
141.00000000,33.37049001
141.01000000,33.35664315
141.02000000,33.34280431
141.03000000,33.32897348
141.04000000,33.31515064
141.05000000,33.30133579
141.06000000,33.28752891
141.07000000,33.27373001
141.08000000,33.25993911
141.09000000,33.24615621
141.10000000,33.23238132
141.11000000,33.21861445
141.12000000,33.20485562
141.13000000,33.19110483
141.14000000,33.17736209
141.15000000,33.16362742
141.16000000,33.14990080
141.17000000,33.13618220
141.18000000,33.12247155
141.19000000,33.10876879
141.20000000,33.09507384
141.21000000,33.08138666
141.22000000,33.06770718
141.23000000,33.05403533
141.24000000,33.04037106
141.25000000,33.02671429
141.26000000,33.01306498
141.27000000,32.99942310
141.28000000,32.98578862
141.29000000,32.97216153
141.30000000,32.95854180
141.31000000,32.94492942
141.32000000,32.93132435
141.33000000,32.91772659
141.34000000,32.90413611
141.35000000,32.89055289
141.36000000,32.87697693
141.37000000,32.86340832
141.38000000,32.84984718
141.39000000,32.83629361
141.40000000,32.82274772
141.41000000,32.80920964
141.42000000,32.79567946
141.43000000,32.78215731
141.44000000,32.76864329
141.45000000,32.75513752
141.46000000,32.74164009
141.47000000,32.72815099
141.48000000,32.71467021
141.49000000,32.70119772
141.50000000,32.68773350
141.51000000,32.67427752
141.52000000,32.66082976
141.53000000,32.64739021
141.54000000,32.63395884
141.55000000,32.62053562
141.56000000,32.60712052
141.57000000,32.59371350
141.58000000,32.58031450
141.59000000,32.56692346
141.60000000,32.55354031
141.61000000,32.54016501
141.62000000,32.52679750
141.63000000,32.51343770
141.64000000,32.50008558
141.65000000,32.48674106
141.66000000,32.47340411
141.67000000,32.46007472
141.68000000,32.44675289
141.69000000,32.43343864
141.70000000,32.42013198
141.71000000,32.40683291
141.72000000,32.39354144
141.73000000,32.38025758
141.74000000,32.36698133
141.75000000,32.35371272
141.76000000,32.34045173
141.77000000,32.32719837
141.78000000,32.31395262
141.79000000,32.30071447
141.80000000,32.28748391
141.81000000,32.27426093
141.82000000,32.26104551
141.83000000,32.24783764
141.84000000,32.23463732
141.85000000,32.22144453
141.86000000,32.20825927
141.87000000,32.19508151
141.88000000,32.18191127
141.89000000,32.16874853
141.90000000,32.15559330
141.91000000,32.14244556
141.92000000,32.12930531
141.93000000,32.11617255
141.94000000,32.10304727
141.95000000,32.08992947
141.96000000,32.07681915
141.97000000,32.06371629
141.98000000,32.05062089
141.99000000,32.03753295
142.00000000,32.02445246
142.01000000,32.01137942
142.02000000,31.99831383
142.03000000,31.98525567
142.04000000,31.97220494
142.05000000,31.95916164
142.06000000,31.94612575
142.07000000,31.93309729
142.08000000,31.92007623
142.09000000,31.90706258
142.10000000,31.89405633
142.11000000,31.88105748
142.12000000,31.86806601
142.13000000,31.85508193
142.14000000,31.84210522
142.15000000,31.82913588
142.16000000,31.81617391
142.17000000,31.80321931
142.18000000,31.79027206
142.19000000,31.77733216
142.20000000,31.76439961
142.21000000,31.75147441
142.22000000,31.73855654
142.23000000,31.72564601
142.24000000,31.71274281
142.25000000,31.69984693
142.26000000,31.68695838
142.27000000,31.67407713
142.28000000,31.66120318
142.29000000,31.64833653
142.30000000,31.63547715
142.31000000,31.62262505
142.32000000,31.60978020
142.33000000,31.59694261
142.34000000,31.58411225
142.35000000,31.57128913
142.36000000,31.55847322
142.37000000,31.54566455
142.38000000,31.53286311
142.39000000,31.52006892
142.40000000,31.50728199
142.41000000,31.49450231
142.42000000,31.48172991
142.43000000,31.46896479
142.44000000,31.45620696
142.45000000,31.44345642
142.46000000,31.43071318
142.47000000,31.41797719
142.48000000,31.40524838
142.49000000,31.39252671
142.50000000,31.37981210
142.51000000,31.36710451
142.52000000,31.35440387
142.53000000,31.34171012
142.54000000,31.32902321
142.55000000,31.31634307
142.56000000,31.30366966
142.57000000,31.29100294
142.58000000,31.27834290
142.59000000,31.26568951
142.60000000,31.25304276
142.61000000,31.24040261
142.62000000,31.22776906
142.63000000,31.21514208
142.64000000,31.20252165
142.65000000,31.18990774
142.66000000,31.17730037
142.67000000,31.16469962
142.68000000,31.15210560
142.69000000,31.13951842
142.70000000,31.12693821
142.71000000,31.11436506
142.72000000,31.10179910
142.73000000,31.08924044
142.74000000,31.07668919
142.75000000,31.06414545
142.76000000,31.05160933
142.77000000,31.03908083
142.78000000,31.02655992
142.79000000,31.01404658
142.80000000,31.00154080
142.81000000,30.98904255
142.82000000,30.97655181
142.83000000,30.96406857
142.84000000,30.95159280
142.85000000,30.93912449
142.86000000,30.92666360
142.87000000,30.91421008
142.88000000,30.90176387
142.89000000,30.88932491
142.90000000,30.87689312
142.91000000,30.86446846
142.92000000,30.85205085
142.93000000,30.83964023
142.94000000,30.82723654
142.95000000,30.81483972
142.96000000,30.80244972
142.97000000,30.79006653
142.98000000,30.77769017
142.99000000,30.76532064
143.00000000,30.75295796
143.01000000,30.74060214
143.02000000,30.72825319
143.03000000,30.71591112
143.04000000,30.70357594
143.05000000,30.69124766
143.06000000,30.67892630
143.07000000,30.66661184
143.08000000,30.65430428
143.09000000,30.64200361
143.10000000,30.62970984
143.11000000,30.61742294
143.12000000,30.60514292
143.13000000,30.59286976
143.14000000,30.58060347
143.15000000,30.56834404
143.16000000,30.55609145
143.17000000,30.54384570
143.18000000,30.53160679
143.19000000,30.51937470
143.20000000,30.50714943
143.21000000,30.49493097
143.22000000,30.48271931
143.23000000,30.47051444
143.24000000,30.45831636
143.25000000,30.44612505
143.26000000,30.43394052
143.27000000,30.42176275
143.28000000,30.40959174
143.29000000,30.39742749
143.30000000,30.38526999
143.31000000,30.37311924
143.32000000,30.36097523
143.33000000,30.34883797
143.34000000,30.33670743
143.35000000,30.32458363
143.36000000,30.31246656
143.37000000,30.30035621
143.38000000,30.28825259
143.39000000,30.27615569
143.40000000,30.26406550
143.41000000,30.25198203
143.42000000,30.23990528
143.43000000,30.22783524
143.44000000,30.21577192
143.45000000,30.20371530
143.46000000,30.19166539
143.47000000,30.17962217
143.48000000,30.16758564
143.49000000,30.15555579
143.50000000,30.14353260
143.51000000,30.13151607
143.52000000,30.11950618
143.53000000,30.10750293
143.54000000,30.09550630
143.55000000,30.08351628
143.56000000,30.07153286
143.57000000,30.05955606
143.58000000,30.04758587
143.59000000,30.03562229
143.60000000,30.02366535
143.61000000,30.01171504
143.62000000,29.99977136
143.63000000,29.98783433
143.64000000,29.97590395
143.65000000,29.96398023
143.66000000,29.95206316
143.67000000,29.94015271
143.68000000,29.92824883
143.69000000,29.91635148
143.70000000,29.90446060
143.71000000,29.89257617
143.72000000,29.88069812
143.73000000,29.86882641
143.74000000,29.85696101
143.75000000,29.84510186
143.76000000,29.83324895
143.77000000,29.82140240
143.78000000,29.80956236
143.79000000,29.79772900
143.80000000,29.78590245
143.81000000,29.77408288
143.82000000,29.76227044
143.83000000,29.75046528
143.84000000,29.73866755
143.85000000,29.72687742
143.86000000,29.71509500
143.87000000,29.70332037
143.88000000,29.69155356
143.89000000,29.67979460
143.90000000,29.66804355
143.91000000,29.65630043
143.92000000,29.64456529
143.93000000,29.63283817
143.94000000,29.62111910
143.95000000,29.60940812
143.96000000,29.59770522
143.97000000,29.58601010
143.98000000,29.57432242
143.99000000,29.56264184
144.00000000,29.55096801
144.01000000,29.53930057
144.02000000,29.52763920
144.03000000,29.51598354
144.04000000,29.50433324
144.05000000,29.49268796
144.06000000,29.48104741
144.07000000,29.46941158
144.08000000,29.45778052
144.09000000,29.44615425
144.10000000,29.43453284
144.11000000,29.42291631
144.12000000,29.41130473
144.13000000,29.39969812
144.14000000,29.38809654
144.15000000,29.37650002
144.16000000,29.36490864
144.17000000,29.35332252
144.18000000,29.34174182
144.19000000,29.33016670
144.20000000,29.31859731
144.21000000,29.30703381
144.22000000,29.29547634
144.23000000,29.28392507
144.24000000,29.27238015
144.25000000,29.26084174
144.26000000,29.24930995
144.27000000,29.23778476
144.28000000,29.22626614
144.29000000,29.21475402
144.30000000,29.20324836
144.31000000,29.19174911
144.32000000,29.18025622
144.33000000,29.16876963
144.34000000,29.15728929
144.35000000,29.14581516
144.36000000,29.13434720
144.37000000,29.12288539
144.38000000,29.11142976
144.39000000,29.09998030
144.40000000,29.08853703
144.41000000,29.07709996
144.42000000,29.06566908
144.43000000,29.05424441
144.44000000,29.04282596
144.45000000,29.03141373
144.46000000,29.02000774
144.47000000,29.00860796
144.48000000,28.99721441
144.49000000,28.98582708
144.50000000,28.97444595
144.51000000,28.96307102
144.52000000,28.95170229
144.53000000,28.94033975
144.54000000,28.92898339
144.55000000,28.91763321
144.56000000,28.90628920
144.57000000,28.89495136
144.58000000,28.88361969
144.59000000,28.87229417
144.60000000,28.86097480
144.61000000,28.84966158
144.62000000,28.83835450
144.63000000,28.82705355
144.64000000,28.81575874
144.65000000,28.80447006
144.66000000,28.79318749
144.67000000,28.78191104
144.68000000,28.77064071
144.69000000,28.75937648
144.70000000,28.74811837
144.71000000,28.73686635
144.72000000,28.72562043
144.73000000,28.71438060
144.74000000,28.70314687
144.75000000,28.69191922
144.76000000,28.68069765
144.77000000,28.66948216
144.78000000,28.65827275
144.79000000,28.64706940
144.80000000,28.63587212
144.81000000,28.62468090
144.82000000,28.61349574
144.83000000,28.60231663
144.84000000,28.59114356
144.85000000,28.57997654
144.86000000,28.56881556
144.87000000,28.55766061
144.88000000,28.54651169
144.89000000,28.53536879
144.90000000,28.52423191
144.91000000,28.51310104
144.92000000,28.50197618
144.93000000,28.49085732
144.94000000,28.47974445
144.95000000,28.46863758
144.96000000,28.45753669
144.97000000,28.44644179
144.98000000,28.43535286
144.99000000,28.42426991
145.00000000,28.41319293
145.01000000,28.40212193
145.02000000,28.39105689
145.03000000,28.37999781
145.04000000,28.36894469
145.05000000,28.35789754
145.06000000,28.34685633
145.07000000,28.33582108
145.08000000,28.32479177
145.09000000,28.31376840
145.10000000,28.30275096
145.11000000,28.29173945
145.12000000,28.28073386
145.13000000,28.26973419
145.14000000,28.25874044
145.15000000,28.24775259
145.16000000,28.23677064
145.17000000,28.22579460
145.18000000,28.21482445
145.19000000,28.20386021
145.20000000,28.19290185
145.21000000,28.18194940
145.22000000,28.17100283
145.23000000,28.16006215
145.24000000,28.14912737
145.25000000,28.13819847
145.26000000,28.12727545
145.27000000,28.11635832
145.28000000,28.10544707
145.29000000,28.09454169
145.30000000,28.08364219
145.31000000,28.07274856
145.32000000,28.06186080
145.33000000,28.05097891
145.34000000,28.04010287
145.35000000,28.02923270
145.36000000,28.01836838
145.37000000,28.00750991
145.38000000,27.99665728
145.39000000,27.98581047
145.40000000,27.97496947
145.41000000,27.96413429
145.42000000,27.95330489
145.43000000,27.94248128
145.44000000,27.93166345
145.45000000,27.92085138
145.46000000,27.91004506
145.47000000,27.89924449
145.48000000,27.88844967
145.49000000,27.87766059
145.50000000,27.86687725
145.51000000,27.85609964
145.52000000,27.84532777
145.53000000,27.83456162
145.54000000,27.82380120
145.55000000,27.81304650
145.56000000,27.80229752
145.57000000,27.79155426
145.58000000,27.78081671
145.59000000,27.77008488
145.60000000,27.75935876
145.61000000,27.74863836
145.62000000,27.73792367
145.63000000,27.72721469
145.64000000,27.71651142
145.65000000,27.70581387
145.66000000,27.69512202
145.67000000,27.68443588
145.68000000,27.67375544
145.69000000,27.66308069
145.70000000,27.65241164
145.71000000,27.64174828
145.72000000,27.63109061
145.73000000,27.62043861
145.74000000,27.60979229
145.75000000,27.59915164
145.76000000,27.58851665
145.77000000,27.57788733
145.78000000,27.56726367
145.79000000,27.55664566
145.80000000,27.54603330
145.81000000,27.53542658
145.82000000,27.52482550
145.83000000,27.51423006
145.84000000,27.50364025
145.85000000,27.49305606
145.86000000,27.48247749
145.87000000,27.47190454
145.88000000,27.46133720
145.89000000,27.45077547
145.90000000,27.44021935
145.91000000,27.42966882
145.92000000,27.41912389
145.93000000,27.40858456
145.94000000,27.39805081
145.95000000,27.38752264
145.96000000,27.37700006
145.97000000,27.36648305
145.98000000,27.35597161
145.99000000,27.34546575
146.00000000,27.33496545
146.01000000,27.32447071
146.02000000,27.31398153
146.03000000,27.30349791
146.04000000,27.29301985
146.05000000,27.28254733
146.06000000,27.27208036
146.07000000,27.26161894
146.08000000,27.25116305
146.09000000,27.24071270
146.10000000,27.23026787
146.11000000,27.21982858
146.12000000,27.20939480
146.13000000,27.19896654
146.14000000,27.18854380
146.15000000,27.17812657
146.16000000,27.16771484
146.17000000,27.15730861
146.18000000,27.14690787
146.19000000,27.13651263
146.20000000,27.12612288
146.21000000,27.11573862
146.22000000,27.10535983
146.23000000,27.09498652
146.24000000,27.08461869
146.25000000,27.07425632
146.26000000,27.06389942
146.27000000,27.05354798
146.28000000,27.04320199
146.29000000,27.03286146
146.30000000,27.02252638
146.31000000,27.01219675
146.32000000,27.00187256
146.33000000,26.99155381
146.34000000,26.98124049
146.35000000,26.97093261
146.36000000,26.96063016
146.37000000,26.95033314
146.38000000,26.94004153
146.39000000,26.92975534
146.40000000,26.91947456
146.41000000,26.90919920
146.42000000,26.89892923
146.43000000,26.88866467
146.44000000,26.87840550
146.45000000,26.86815172
146.46000000,26.85790332
146.47000000,26.84766031
146.48000000,26.83742269
146.49000000,26.82719044
146.50000000,26.81696357
146.51000000,26.80674208
146.52000000,26.79652596
146.53000000,26.78631521
146.54000000,26.77610984
146.55000000,26.76590983
146.56000000,26.75571518
146.57000000,26.74552590
146.58000000,26.73534197
146.59000000,26.72516341
146.60000000,26.71499019
146.61000000,26.70482232
146.62000000,26.69465979
146.63000000,26.68450261
146.64000000,26.67435076
146.65000000,26.66420425
146.66000000,26.65406307
146.67000000,26.64392721
146.68000000,26.63379668
146.69000000,26.62367145
146.70000000,26.61355153
146.71000000,26.60343691
146.72000000,26.59332758
146.73000000,26.58322353
146.74000000,26.57312477
146.75000000,26.56303128
146.76000000,26.55294306
146.77000000,26.54286010
146.78000000,26.53278239
146.79000000,26.52270994
146.80000000,26.51264274
146.81000000,26.50258078
146.82000000,26.49252405
146.83000000,26.48247256
146.84000000,26.47242630
146.85000000,26.46238526
146.86000000,26.45234944
146.87000000,26.44231884
146.88000000,26.43229347
146.89000000,26.42227334
146.90000000,26.41225844
146.91000000,26.40224880
146.92000000,26.39224440
146.93000000,26.38224527
146.94000000,26.37225139
146.95000000,26.36226279
146.96000000,26.35227945
146.97000000,26.34230136
146.98000000,26.33232847
146.99000000,26.32236076
147.00000000,26.31239818
147.01000000,26.30244071
147.02000000,26.29248831
147.03000000,26.28254095
147.04000000,26.27259859
147.05000000,26.26266120
147.06000000,26.25272876
147.07000000,26.24280137
147.08000000,26.23287913
147.09000000,26.22296215
147.10000000,26.21305054
147.11000000,26.20314440
147.12000000,26.19324384
147.13000000,26.18334898
147.14000000,26.17345991
147.15000000,26.16357675
147.16000000,26.15369952
147.17000000,26.14382788
147.18000000,26.13396141
147.19000000,26.12409970
147.20000000,26.11424233
147.21000000,26.10438886
147.22000000,26.09453889
147.23000000,26.08469198
147.24000000,26.07484773
147.25000000,26.06500571
147.26000000,26.05516561
147.27000000,26.04532754
147.28000000,26.03549176
147.29000000,26.02565847
147.30000000,26.01582793
147.31000000,26.00600035
147.32000000,25.99617598
147.33000000,25.98635504
147.34000000,25.97653776
147.35000000,25.96672438
147.36000000,25.95691523
147.37000000,25.94711100
147.38000000,25.93731250
147.39000000,25.92752053
147.40000000,25.91773588
147.41000000,25.90795936
147.42000000,25.89819177
147.43000000,25.88843390
147.44000000,25.87868655
147.45000000,25.86895052
147.46000000,25.85922635
147.47000000,25.84951350
147.48000000,25.83981114
147.49000000,25.83011849
147.50000000,25.82043471
147.51000000,25.81075902
147.52000000,25.80109059
147.53000000,25.79142862
147.54000000,25.78177231
147.55000000,25.77212083
147.56000000,25.76247348
147.57000000,25.75282993
147.58000000,25.74318994
147.59000000,25.73355327
147.60000000,25.72391969
147.61000000,25.71428896
147.62000000,25.70466085
147.63000000,25.69503512
147.64000000,25.68541153
147.65000000,25.67578985
147.66000000,25.66616995
147.67000000,25.65655214
147.68000000,25.64693683
147.69000000,25.63732443
147.70000000,25.62771536
147.71000000,25.61811004
147.72000000,25.60850887
147.73000000,25.59891227
147.74000000,25.58932066
147.75000000,25.57973445
147.76000000,25.57015396
147.77000000,25.56057917
147.78000000,25.55100997
147.79000000,25.54144623
147.80000000,25.53188786
147.81000000,25.52233472
147.82000000,25.51278672
147.83000000,25.50324372
147.84000000,25.49370563
147.85000000,25.48417232
147.86000000,25.47464371
147.87000000,25.46511980
147.88000000,25.45560061
147.89000000,25.44608617
147.90000000,25.43657652
147.91000000,25.42707167
147.92000000,25.41757165
147.93000000,25.40807650
147.94000000,25.39858623
147.95000000,25.38910088
147.96000000,25.37962046
147.97000000,25.37014498
147.98000000,25.36067440
147.99000000,25.35120873
148.00000000,25.34174794
148.01000000,25.33229202
148.02000000,25.32284095
148.03000000,25.31339473
148.04000000,25.30395334
148.05000000,25.29451675
148.06000000,25.28508497
148.07000000,25.27565799
148.08000000,25.26623580
148.09000000,25.25681841
148.10000000,25.24740582
148.11000000,25.23799802
148.12000000,25.22859502
148.13000000,25.21919682
148.14000000,25.20980340
148.15000000,25.20041479
148.16000000,25.19103096
148.17000000,25.18165193
148.18000000,25.17227768
148.19000000,25.16290823
148.20000000,25.15354355
148.21000000,25.14418366
148.22000000,25.13482854
148.23000000,25.12547821
148.24000000,25.11613264
148.25000000,25.10679185
148.26000000,25.09745583
148.27000000,25.08812457
148.28000000,25.07879808
148.29000000,25.06947634
148.30000000,25.06015936
148.31000000,25.05084713
148.32000000,25.04153965
148.33000000,25.03223691
148.34000000,25.02293892
148.35000000,25.01364565
148.36000000,25.00435713
148.37000000,24.99507333
148.38000000,24.98579426
148.39000000,24.97651991
148.40000000,24.96725028
148.41000000,24.95798538
148.42000000,24.94872518
148.43000000,24.93946970
148.44000000,24.93021893
148.45000000,24.92097286
148.46000000,24.91173149
148.47000000,24.90249482
148.48000000,24.89326285
148.49000000,24.88403557
148.50000000,24.87481299
148.51000000,24.86559508
148.52000000,24.85638187
148.53000000,24.84717333
148.54000000,24.83796947
148.55000000,24.82877028
148.56000000,24.81957576
148.57000000,24.81038591
148.58000000,24.80120073
148.59000000,24.79202020
148.60000000,24.78284434
148.61000000,24.77367313
148.62000000,24.76450657
148.63000000,24.75534466
148.64000000,24.74618739
148.65000000,24.73703477
148.66000000,24.72788679
148.67000000,24.71874344
148.68000000,24.70960473
148.69000000,24.70047065
148.70000000,24.69134119
148.71000000,24.68221636
148.72000000,24.67309615
148.73000000,24.66398056
148.74000000,24.65486958
148.75000000,24.64576322
148.76000000,24.63666146
148.77000000,24.62756431
148.78000000,24.61847176
148.79000000,24.60938381
148.80000000,24.60030046
148.81000000,24.59122170
148.82000000,24.58214753
148.83000000,24.57307795
148.84000000,24.56401296
148.85000000,24.55495254
148.86000000,24.54589671
148.87000000,24.53684545
148.88000000,24.52779876
148.89000000,24.51875664
148.90000000,24.50971909
148.91000000,24.50068610
148.92000000,24.49165767
148.93000000,24.48263380
148.94000000,24.47361448
148.95000000,24.46459971
148.96000000,24.45558948
148.97000000,24.44658381
148.98000000,24.43758267
148.99000000,24.42858607
149.00000000,24.41959401
149.01000000,24.41060648
149.02000000,24.40162349
149.03000000,24.39264501
149.04000000,24.38367107
149.05000000,24.37470164
149.06000000,24.36573674
149.07000000,24.35677635
149.08000000,24.34782047
149.09000000,24.33886910
149.10000000,24.32992224
149.11000000,24.32097987
149.12000000,24.31204200
149.13000000,24.30310863
149.14000000,24.29417974
149.15000000,24.28525534
149.16000000,24.27633542
149.17000000,24.26741999
149.18000000,24.25850903
149.19000000,24.24960255
149.20000000,24.24070055
149.21000000,24.23180302
149.22000000,24.22290996
149.23000000,24.21402138
149.24000000,24.20513727
149.25000000,24.19625763
149.26000000,24.18738246
149.27000000,24.17851175
149.28000000,24.16964551
149.29000000,24.16078372
149.30000000,24.15192640
149.31000000,24.14307354
149.32000000,24.13422513
149.33000000,24.12538117
149.34000000,24.11654166
149.35000000,24.10770660
149.36000000,24.09887599
149.37000000,24.09004982
149.38000000,24.08122808
149.39000000,24.07241077
149.40000000,24.06359788
149.41000000,24.05478940
149.42000000,24.04598533
149.43000000,24.03718566
149.44000000,24.02839039
149.45000000,24.01959950
149.46000000,24.01081299
149.47000000,24.00203087
149.48000000,23.99325312
149.49000000,23.98447974
149.50000000,23.97571074
149.51000000,23.96694611
149.52000000,23.95818584
149.53000000,23.94942995
149.54000000,23.94067841
149.55000000,23.93193125
149.56000000,23.92318844
149.57000000,23.91444999
149.58000000,23.90571589
149.59000000,23.89698616
149.60000000,23.88826078
149.61000000,23.87953975
149.62000000,23.87082308
149.63000000,23.86211075
149.64000000,23.85340278
149.65000000,23.84469916
149.66000000,23.83599988
149.67000000,23.82730494
149.68000000,23.81861435
149.69000000,23.80992809
149.70000000,23.80124617
149.71000000,23.79256857
149.72000000,23.78389530
149.73000000,23.77522636
149.74000000,23.76656173
149.75000000,23.75790142
149.76000000,23.74924541
149.77000000,23.74059372
149.78000000,23.73194633
149.79000000,23.72330325
149.80000000,23.71466447
149.81000000,23.70602999
149.82000000,23.69739981
149.83000000,23.68877391
149.84000000,23.68015231
149.85000000,23.67153500
149.86000000,23.66292198
149.87000000,23.65431324
149.88000000,23.64570878
149.89000000,23.63710860
149.90000000,23.62851269
149.91000000,23.61992105
149.92000000,23.61133368
149.93000000,23.60275058
149.94000000,23.59417174
149.95000000,23.58559716
149.96000000,23.57702684
149.97000000,23.56846077
149.98000000,23.55989895
149.99000000,23.55134139
150.00000000,23.54278806
150.01000000,23.53423898
150.02000000,23.52569414
150.03000000,23.51715354
150.04000000,23.50861718
150.05000000,23.50008504
150.06000000,23.49155714
150.07000000,23.48303346
150.08000000,23.47451401
150.09000000,23.46599878
150.10000000,23.45748777
150.11000000,23.44898097
150.12000000,23.44047839
150.13000000,23.43198002
150.14000000,23.42348586
150.15000000,23.41499590
150.16000000,23.40651015
150.17000000,23.39802860
150.18000000,23.38955125
150.19000000,23.38107809
150.20000000,23.37260912
150.21000000,23.36414435
150.22000000,23.35568375
150.23000000,23.34722735
150.24000000,23.33877512
150.25000000,23.33032707
150.26000000,23.32188320
150.27000000,23.31344350
150.28000000,23.30500797
150.29000000,23.29657660
150.30000000,23.28814941
150.31000000,23.27972637
150.32000000,23.27130749
150.33000000,23.26289277
150.34000000,23.25448221
150.35000000,23.24607579
150.36000000,23.23767353
150.37000000,23.22927541
150.38000000,23.22088143
150.39000000,23.21249160
150.40000000,23.20410589
150.41000000,23.19572432
150.42000000,23.18734688
150.43000000,23.17897356
150.44000000,23.17060437
150.45000000,23.16223929
150.46000000,23.15387833
150.47000000,23.14552148
150.48000000,23.13716874
150.49000000,23.12882012
150.50000000,23.12047560
150.51000000,23.11213520
150.52000000,23.10379891
150.53000000,23.09546673
150.54000000,23.08713865
150.55000000,23.07881469
150.56000000,23.07049483
150.57000000,23.06217908
150.58000000,23.05386743
150.59000000,23.04555988
150.60000000,23.03725643
150.61000000,23.02895709
150.62000000,23.02066183
150.63000000,23.01237067
150.64000000,23.00408361
150.65000000,22.99580063
150.66000000,22.98752174
150.67000000,22.97924693
150.68000000,22.97097620
150.69000000,22.96270954
150.70000000,22.95444694
150.71000000,22.94618839
150.72000000,22.93793389
150.73000000,22.92968343
150.74000000,22.92143701
150.75000000,22.91319461
150.76000000,22.90495624
150.77000000,22.89672188
150.78000000,22.88849155
150.79000000,22.88026523
150.80000000,22.87204292
150.81000000,22.86382462
150.82000000,22.85561034
150.83000000,22.84740006
150.84000000,22.83919379
150.85000000,22.83099152
150.86000000,22.82279325
150.87000000,22.81459899
150.88000000,22.80640873
150.89000000,22.79822247
150.90000000,22.79004021
150.91000000,22.78186195
150.92000000,22.77368769
150.93000000,22.76551742
150.94000000,22.75735116
150.95000000,22.74918889
150.96000000,22.74103061
150.97000000,22.73287633
150.98000000,22.72472604
150.99000000,22.71657974
151.00000000,22.70843742
151.01000000,22.70029908
151.02000000,22.69216471
151.03000000,22.68403433
151.04000000,22.67590791
151.05000000,22.66778546
151.06000000,22.65966697
151.07000000,22.65155244
151.08000000,22.64344188
151.09000000,22.63533527
151.10000000,22.62723261
151.11000000,22.61913391
151.12000000,22.61103916
151.13000000,22.60294835
151.14000000,22.59486149
151.15000000,22.58677856
151.16000000,22.57869958
151.17000000,22.57062453
151.18000000,22.56255342
151.19000000,22.55448624
151.20000000,22.54642299
151.21000000,22.53836367
151.22000000,22.53030827
151.23000000,22.52225679
151.24000000,22.51420923
151.25000000,22.50616559
151.26000000,22.49812586
151.27000000,22.49009005
151.28000000,22.48205814
151.29000000,22.47403015
151.30000000,22.46600606
151.31000000,22.45798587
151.32000000,22.44996957
151.33000000,22.44195718
151.34000000,22.43394868
151.35000000,22.42594408
151.36000000,22.41794336
151.37000000,22.40994653
151.38000000,22.40195359
151.39000000,22.39396452
151.40000000,22.38597934
151.41000000,22.37799803
151.42000000,22.37002060
151.43000000,22.36204704
151.44000000,22.35407735
151.45000000,22.34611152
151.46000000,22.33814956
151.47000000,22.33019145
151.48000000,22.32223721
151.49000000,22.31428683
151.50000000,22.30634029
151.51000000,22.29839762
151.52000000,22.29045879
151.53000000,22.28252381
151.54000000,22.27459268
151.55000000,22.26666539
151.56000000,22.25874194
151.57000000,22.25082233
151.58000000,22.24290656
151.59000000,22.23499463
151.60000000,22.22708653
